Zone,State,City,Place Name,Type,Best Visit Time,Entry Fee,Trip Cost,Stay Duration,Activity Level,Ideal For,Nearest Hub
Central,MP,Jabalpur,Tripur Sundari Temple,Spiritual,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Jabalpur Airport
Central,MP,Jabalpur,Gwarighat,Spiritual/River/Culture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Jabalpur Airport
Central,MP,Jabalpur,Lamheta Ghat,Nature/River/Geology,Year-round,0,200-500,1 Hour,Low,Photography,Jabalpur Airport
Central,MP,Indore,Kalakund,Nature/Waterfall/Trekking,Jul-Dec,0,500-1500,Half Day,Medium,Adventure Seekers,Indore Airport
Central,MP,Indore,Choral Dam,Nature/Dam/Boating,Aug-Feb,0,500-1000,Half Day,Low,Families,Indore Airport
Central,MP,Indore,Kajligarh,History/Ruins/Trekking,Aug-Jan,0,500-1500,Half Day,Medium,History Buffs,Indore Airport
Central,MP,Indore,Muhadi Falls,Nature/Waterfall/Valley,Jul-Dec,0,500-1500,Half Day,Medium,Nature Lovers,Indore Airport
Central,MP,Indore,Hatyari Khoh,Nature/Waterfall/Trekking,Jul-Dec,0,500-1500,Half Day,High,Adventure Seekers,Indore Airport
Central,MP,Indore,Sitlamata Falls,Nature/Waterfall/Trekking,Jul-Dec,0,500-1500,Half Day,Medium,Nature Lovers,Indore Airport
Central,MP,Bhopal,Bhadbhada,Nature/Dam/Relaxing,Year-round,0,200-500,1 Hour,Low,Families,Bhopal Airport
Central,MP,Indore,Jogi Bhadak,Nature/Waterfall/Trekking,Jul-Dec,0,500-1500,Half Day,High,Adventure Seekers,Indore Airport
East,OD,Ganjam,Aryapalli Beach,Beach/Nature/Relaxing,Oct-Mar,0,500-1000,2 Hours,Low,Peace Seekers,Bhubaneswar Airport
East,OD,Ganjam,Pati Sonapur Beach,Beach/Nature/Relaxing,Oct-Mar,0,500-1000,2 Hours,Low,Peace Seekers,Bhubaneswar Airport
East,OD,Ganjam,Mahuri Kalua,Spiritual/Viewpoint,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Bhubaneswar Airport
East,OD,Ganjam,Narayani Temple,Spiritual/Nature/Waterfall,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Bhubaneswar Airport
East,OD,Gajapati,Jirang Monastery,Spiritual/Culture/Architecture,Oct-Mar,0,500-1000,2 Hours,Low,Peace Seekers,Bhubaneswar Airport
East,OD,Gajapati,Gandahati Waterfall,Nature/Waterfall/Wildlife,Jul-Dec,0,500-1500,Half Day,Medium,Nature Lovers,Bhubaneswar Airport
East,OD,Gajapati,Mankadadian Waterfall,Nature/Waterfall,Jul-Dec,0,500-1000,2 Hours,Low,Nature Lovers,Bhubaneswar Airport
East,OD,Keonjhar,Murga Mahadev,Spiritual/Waterfall,Year-round,0,200-500,2 Hours,Low,Spiritual Seekers,Bhubaneswar Airport
East,OD,Keonjhar,Gundichaghai,Nature/Waterfall/Spiritual,Jul-Dec,0,200-500,1 Hour,Low,Nature Lovers,Bhubaneswar Airport
East,OD,Keonjhar,Handur Krushnapur,Nature/Village/Culture,Oct-Mar,0,500-1000,Half Day,Low,Culture Enthusiasts,Bhubaneswar Airport
East,WB,Darjeeling,Tinchuley,Nature/Village/Viewpoint,Oct-May,0,1000-3000,1-2 Days,Low,Nature Lovers,Bagdogra Airport
East,WB,Darjeeling,Takdah,Nature/Forest/Relaxing,Oct-May,0,1000-3000,1-2 Days,Low,Peace Seekers,Bagdogra Airport
East,WB,Darjeeling,Lamahatta,Nature/Park/Trekking,Oct-May,20,500-1500,2 Hours,Medium,Families/Couples,Bagdogra Airport
East,WB,Darjeeling,Mirik,Nature/Lake/Boating,Mar-May,0,1000-3000,1 Day,Low,Families/Couples,Bagdogra Airport
East,WB,Darjeeling,Phalut,Nature/Trekking/Viewpoint,Mar-May,0,5000-10000,4 Days,High,Adventure Seekers,Bagdogra Airport
East,WB,Darjeeling,Tonglu,Nature/Trekking/Viewpoint,Mar-May,0,2000-5000,2 Days,High,Adventure Seekers,Bagdogra Airport
East,WB,Darjeeling,Rimbik,Nature/Village/Trekking,Oct-May,0,1000-3000,1 Day,Medium,Adventure Seekers,Bagdogra Airport
East,WB,Darjeeling,Srikhola,Nature/River/Trekking,Oct-May,0,1000-3000,1 Day,Medium,Adventure Seekers,Bagdogra Airport
East,WB,Darjeeling,Dhotrey,Nature/Village/Viewpoint,Oct-May,0,1000-3000,1 Day,Medium,Nature Lovers,Bagdogra Airport
East,WB,Darjeeling,Majdhura,Nature/Village/Relaxing,Oct-May,0,1000-3000,1 Day,Low,Peace Seekers,Bagdogra Airport
North,UK,Pithoragarh,Munsiyari,Nature/Viewpoint/Trekking,Mar-Jun,0,2000-5000,2 Days,High,Nature Lovers,Pantnagar Airport
North,UK,Pithoragarh,Chaukori,Nature/Viewpoint/Relaxing,Mar-Jun,0,1000-3000,1 Day,Low,Peace Seekers,Pantnagar Airport
North,UK,Champawat,Lohaghat,Nature/History/Spiritual,Mar-Jun,0,1000-3000,1 Day,Low,Families,Pantnagar Airport
North,UK,Almora,Ranikhet,Nature/Hill Station/Viewpoint,Mar-Jun,0,1000-3000,1-2 Days,Low,Families,Pantnagar Airport
North,UK,Almora,Almora Zoo,Nature/Wildlife/Park,Year-round,20,200-500,2 Hours,Low,Families,Pantnagar Airport
North,UK,Almora,Bright End Corner,Nature/Viewpoint/Sunset,Year-round,0,200-500,1 Hour,Low,Photography,Pantnagar Airport
North,UK,Almora,Martola,Nature/Village/Viewpoint,Year-round,0,200-500,2 Hours,Low,Nature Lovers,Pantnagar Airport
North,UK,Almora,Kalika Temple,Spiritual/Viewpoint,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Pantnagar Airport
North,UK,Almora,Haidakhan Babaji Ashram,Spiritual/Peace,Year-round,0,500-1500,Half Day,Low,Peace Seekers,Pantnagar Airport
South,AP,Kadapa,Lankamalleswara Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Kadapa Airport
South,AP,Nellore,Nelapattu Bird Sanctuary Lake,Nature/Birdwatching/Lake,Nov-Mar,20,200-500,2 Hours,Low,Nature Lovers,Chennai Airport
South,AP,Nellore,Krishnapatnam Beach,Beach/Relaxing/Sea,Oct-Mar,0,500-1000,1 Hour,Low,Families,Chennai Airport
South,AP,Prakasam,Suryalanka Beach Resort,Beach/Relaxing/Resort,Oct-Mar,0,1000-3000,1-2 Days,Low,Couples,Vijayawada Airport
South,AP,Krishna,Kondapalli Reserve Forest,Nature/Forest/Trekking,Sep-Feb,0,500-1500,Half Day,Medium,Adventure Seekers,Vijayawada Airport
South,AP,West Godavari,Pattiseema,Nature/River/Boating,Oct-Mar,0,1000-3000,Half Day,Low,Families,Rajahmundry Airport
South,AP,West Godavari,Dwaraka Tirumala Temple,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Vijayawada Airport
South,AP,Srikakulam,Salihundam Buddhist Stupa,History/Spiritual/Ruins,Oct-Mar,10,200-500,1 Hour,Low,History Buffs,Visakhapatnam Airport
South,AP,Vizianagaram,Ramanarayanam Temple,Spiritual/Architecture/Unique,Year-round,0,200-500,2 Hours,Low,Families,Visakhapatnam Airport
South,AP,Visakhapatnam,Dolphin's Nose Lighthouse Vizag,Sightseeing/Viewpoint/Sea,Year-round,20,200-500,1 Hour,Low,Photography,Visakhapatnam Airport
South,TG,Hyderabad,Durgam Cheruvu Secret Lake,Nature/Lake/Boating,Year-round,0,200-1000,2 Hours,Low,Families/Couples,Hyderabad Airport
South,TG,Hyderabad,Osman Sagar Lake,Nature/Lake/Relaxing,Year-round,0,200-500,1 Hour,Low,Families,Hyderabad Airport
South,TG,Hyderabad,Himayat Sagar Lake,Nature/Lake/Relaxing,Year-round,0,200-500,1 Hour,Low,Families,Hyderabad Airport
South,TG,Medchal,Shamirpet Lake,Nature/Lake/Park,Year-round,0,200-500,2 Hours,Low,Families,Hyderabad Airport
South,TG,Siddipet,Konda Pochamma Sagar Reservoir,Nature/Dam/Relaxing,Aug-Feb,0,500-1500,Half Day,Low,Families,Hyderabad Airport
South,TG,Siddipet,Ranganayaka Sagar Reservoir,Nature/Dam/Viewpoint,Aug-Feb,0,500-1500,Half Day,Low,Families,Hyderabad Airport
South,TG,Sangareddy,Manjeera Wildlife Sanctuary,Nature/Wildlife/Birdwatching,Oct-Mar,20,500-1000,Half Day,Low,Nature Lovers,Hyderabad Airport
South,TG,Khammam,Wyra Reservoir,Nature/Dam/Boating,Oct-Mar,10,200-1000,Half Day,Low,Families,Vijayawada Airport
South,TG,Nalgonda,Phanigiri Buddhist Site,History/Spiritual/Ruins,Oct-Mar,0,200-1000,2 Hours,Low,History Buffs,Hyderabad Airport
South,TG,Warangal,Inavolu Mallanna Temple,Spiritual/History,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Hyderabad Airport
South,KA,Ramanagara,Manchinbele Dam,Nature/Dam/Adventure,Jul-Feb,50,500-1500,Half Day,Medium,Youth/Friends,Bengaluru Airport
South,KA,Ramanagara,Kanva Reservoir,Nature/Dam/Camping,Year-round,0,500-1500,1 Day,Low,Families/Friends,Bengaluru Airport
South,KA,Bengaluru,Turahalli Forest,Nature/Trekking/Viewpoint,Year-round,0,200-500,2 Hours,Medium,Adventure Seekers,Bengaluru Airport
South,KA,Mandya,Bheemeshwari Adventure Camp,Adventure/River/Wildlife,Sep-Feb,1000,2000-5000,1 Day,High,Adventure Seekers,Bengaluru Airport
South,KA,Mandya,Muthathi Forest,Nature/River/Forest,Sep-Feb,0,500-1500,Half Day,Medium,Nature Lovers,Bengaluru Airport
South,KA,Mysuru,Chunchanakatte Falls,Nature/Waterfall/Spiritual,Jul-Nov,0,200-1000,1 Hour,Low,Families,Mysuru Airport
South,KA,Uttara Kannada,Burude Falls,Nature/Waterfall/Trekking,Oct-Mar,0,500-1500,Half Day,High,Adventure Seekers,Hubballi Airport
South,KA,Uttara Kannada,Shirley Falls,Nature/Waterfall/Trekking,Oct-Mar,0,500-1500,Half Day,High,Nature Lovers,Hubballi Airport
South,KA,Udupi,Koosalli Waterfalls,Nature/Waterfall/Trekking,Sep-Jan,0,500-1500,Half Day,High,Adventure Seekers,Mangaluru Airport
South,KA,Udupi,Kudumari Waterfalls,Nature/Waterfall/Trekking,Sep-Jan,0,500-1500,Half Day,High,Adventure Seekers,Mangaluru Airport
West,MH,Ahmednagar,Umbrella Falls Bhandardara,Nature/Waterfall/Dam,Jul-Oct,0,500-1500,1 Hour,Low,Nature Lovers,Nashik Airport
West,MH,Satara,Vajrai Waterfall,Nature/Waterfall/Trekking,Jul-Oct,0,500-1500,2 Hours,Medium,Nature Lovers,Pune Airport
West,MH,Nashik,Dugarwadi Waterfall,Nature/Waterfall/Trekking,Jul-Oct,0,500-1500,Half Day,Medium,Adventure Seekers,Nashik Airport
West,MH,Satara,Tapola Lake Resort,Nature/Lake/Boating,Year-round,0,1000-3000,1-2 Days,Low,Families,Pune Airport
West,MH,Satara,Bamnoli Village Lake,Nature/Lake/Boating,Year-round,0,500-1500,Half Day,Low,Families,Pune Airport
West,MH,Satara,Shivsagar Lake Koyna,Nature/Lake/Boating,Year-round,0,1000-3000,1 Day,Low,Families,Pune Airport
West,MH,Solapur,Ujani Dam,Nature/Dam/Birdwatching,Oct-Mar,0,500-1500,Half Day,Low,Nature Lovers,Pune Airport
West,MH,Palghar,Vaitarna Dam,Nature/Dam/Relaxing,Aug-Feb,0,500-1500,Half Day,Low,Families,Mumbai Airport
West,MH,Palghar,Modaksagar Dam,Nature/Dam/Relaxing,Aug-Feb,0,500-1500,Half Day,Low,Families,Mumbai Airport
West,MH,Pune,Pawna Lake Camping,Nature/Lake/Camping,Year-round,1500,2000-5000,1-2 Days,Low,Youth/Couples,Pune Airport
West,GJ,Banaskantha,Balaram Ambaji Wildlife Sanctuary,Nature/Wildlife/Spiritual,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Ahmedabad Airport
West,GJ,Dahod,Ratanmahal Sloth Bear Sanctuary,Nature/Wildlife/Trekking,Oct-Mar,50,1000-3000,1 Day,High,Wildlife Lovers,Vadodara Airport
West,GJ,Dang,Purna Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Surat Airport
West,GJ,Kutch,Kutch Desert Wildlife Sanctuary,Nature/Wildlife/Desert,Nov-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Bhuj Airport
West,GJ,Surendranagar,Wild Ass Sanctuary Little Rann,Nature/Wildlife/Safari,Nov-Mar,250,2000-5000,1 Day,Medium,Wildlife Lovers,Ahmedabad Airport
West,GJ,Mehsana,Thol Bird Sanctuary Lake,Nature/Wildlife/Birdwatching,Nov-Feb,40,500-1500,Half Day,Low,Nature Lovers,Ahmedabad Airport
West,GJ,Jamnagar,Khijadiya Bird Sanctuary Lake,Nature/Wildlife/Birdwatching,Nov-Feb,40,500-1500,Half Day,Low,Nature Lovers,Jamnagar Airport
West,GJ,Junagadh,Girnar Ropeway,Adventure/Spiritual/Viewpoint,Year-round,700,1000-3000,Half Day,Low,Families,Rajkot Airport
West,GJ,Somnath,Gita Mandir Somnath,Spiritual,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Diu Airport
West,GJ,Dwarka,Gomti Ghat Dwarka,Spiritual/River,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Jamnagar Airport
North,RJ,Jaipur,Sambhar Salt Lake,Nature/Lake/Birdwatching,Oct-Mar,0,1000-3000,Half Day,Low,Photography,Jaipur Airport
North,RJ,Udaipur,Jaisamand Lake,Nature/Lake/Boating,Oct-Mar,0,500-1500,Half Day,Low,Families,Udaipur Airport
North,RJ,Rajsamand,Rajsamand Lake,Nature/Lake/Viewpoint,Oct-Mar,0,500-1500,1 Hour,Low,Families,Udaipur Airport
North,RJ,Ajmer,Foy Sagar Lake,Nature/Lake/Sunset,Year-round,0,200-500,1 Hour,Low,Couples,Kishangarh Airport
North,RJ,Jodhpur,Kaylana Lake,Nature/Lake/Boating,Oct-Mar,0,500-1000,2 Hours,Low,Families,Jodhpur Airport
North,RJ,Bikaner,Gajner Lake,Nature/Lake/Wildlife,Oct-Mar,0,500-1500,Half Day,Low,Nature Lovers,Bikaner Airport
North,RJ,Jaisalmer,Bada Bagh Cenotaphs,History/Architecture/Sunset,Oct-Mar,50,200-500,1 Hour,Low,Photography,Jaisalmer Airport
North,RJ,Alwar,Garbhaji Waterfall,Nature/Waterfall/Spiritual,Jul-Oct,0,500-1500,Half Day,Medium,Nature Lovers,Jaipur Airport
North,UP,Etah,Patna Bird Sanctuary,Nature/Wildlife/Lake,Nov-Feb,30,500-1000,2 Hours,Low,Nature Lovers,Agra Airport
North,UP,Hardoi,Sandi Bird Sanctuary,Nature/Wildlife/Lake,Nov-Feb,30,500-1000,2 Hours,Low,Nature Lovers,Lucknow Airport
North,UP,Raebareli,Samaspur Bird Sanctuary,Nature/Wildlife/Lake,Nov-Feb,30,500-1000,2 Hours,Low,Nature Lovers,Lucknow Airport
North,UP,Gautam Buddha Nagar,Okhla Bird Sanctuary,Nature/Wildlife/River,Nov-Mar,30,200-500,2 Hours,Low,Nature Lovers,Delhi Airport
North,UP,Sant Kabir Nagar,Bakhira Sanctuary,Nature/Wildlife/Lake,Nov-Feb,30,500-1000,2 Hours,Low,Nature Lovers,Gorakhpur Airport
North,UP,Mirzapur,Kaimoor Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Varanasi Airport
North,UP,Lalitpur,Mahavir Swami Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Gwalior Airport
North,UP,Chitrakoot,Ranipur Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Prayagraj Airport
North,UP,Maharajganj,Sohagi Barwa Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Gorakhpur Airport
North,UP,Bahraich,Katarniaghat Wildlife Sanctuary,Nature/Wildlife/Safari,Nov-May,150,2000-5000,1-2 Days,Medium,Wildlife Lovers,Lucknow Airport
Central,MP,Mandsaur,Gandhi Sagar Dam,Nature/Dam/Wildlife,Oct-Mar,0,500-1500,1 Day,Low,Families,Indore Airport
Central,MP,Shahdol,Bansagar Dam,Nature/Dam/River,Aug-Feb,0,500-1500,Half Day,Low,Families,Jabalpur Airport
Central,MP,Hoshangabad,Tawa Reservoir,Nature/Dam/Boating,Oct-Mar,0,500-1500,Half Day,Low,Families,Bhopal Airport
Central,MP,Khandwa,Omkareshwar Dam View,Nature/Dam/Spiritual,Year-round,0,200-1000,1 Hour,Low,Families,Indore Airport
Central,MP,Ashoknagar,Rajghat Dam,Nature/Dam/Relaxing,Aug-Feb,0,500-1000,1 Hour,Low,Families,Gwalior Airport
Central,MP,Sehore,Kolar Dam Bhopal,Nature/Dam/Relaxing,Aug-Mar,0,500-1500,Half Day,Low,Families,Bhopal Airport
Central,MP,Bhopal,Lower Lake Bhopal,Nature/Lake/Boating,Year-round,0,200-500,1 Hour,Low,Families,Bhopal Airport
Central,MP,Bhopal,Shahpura Lake,Nature/Lake/Relaxing,Year-round,0,200-500,1 Hour,Low,Families/Youth,Bhopal Airport
Central,MP,Panna,Pandav Falls Panna,Nature/Waterfall/Forest,Aug-Jan,50,500-1500,2 Hours,Medium,Nature Lovers,Khajuraho Airport
Central,MP,Rewa,Chachai Waterfalls Viewpoint,Nature/Waterfall/Valley,Jul-Dec,0,200-1000,1 Hour,Low,Nature Lovers,Prayagraj Airport
North,UK,Tehri,Koteshwar Dam,Nature/Dam/River,Year-round,0,500-1500,1 Hour,Low,Families,Dehradun Airport
North,UK,Uttarkashi,Maneri Dam,Nature/Dam/Lake,Year-round,0,500-1500,1 Hour,Low,Families,Dehradun Airport
North,UK,Dehradun,Ichari Dam,Nature/Dam/River,Year-round,0,500-1500,1 Hour,Low,Families,Dehradun Airport
North,UK,Pauri,Ramganga Dam Kalagarh,Nature/Dam/Forest,Oct-May,0,1000-3000,Half Day,Low,Families,Pantnagar Airport
North,UK,Nainital,Jamrani Dam,Nature/Dam/Relaxing,Year-round,0,500-1000,1 Hour,Low,Families,Pantnagar Airport
North,UK,Udham Singh Nagar,Baigul Dam,Nature/Dam/Birdwatching,Oct-Mar,0,500-1000,1 Hour,Low,Nature Lovers,Pantnagar Airport
North,UK,Udham Singh Nagar,Nanak Sagar Dam,Nature/Dam/Spiritual,Year-round,0,500-1000,1 Hour,Low,Families,Pantnagar Airport
North,UK,Udham Singh Nagar,Dhaura Dam,Nature/Dam/Relaxing,Year-round,0,500-1000,1 Hour,Low,Families,Pantnagar Airport
North,UK,Udham Singh Nagar,Haripura Dam,Nature/Dam/Relaxing,Year-round,0,500-1000,1 Hour,Low,Families,Pantnagar Airport
North,UK,Kashipur,Tumaria Dam,Nature/Dam/Birdwatching,Oct-Mar,0,500-1000,1 Hour,Low,Nature Lovers,Pantnagar Airport
NorthEast,MZ,Aizawl,State Museum Aizawl,History/Museum,Year-round,10,200-500,1 Hour,Low,History Buffs,Aizawl Airport
NorthEast,MZ,Aizawl,Solomon's Temple Aizawl,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Aizawl Airport
NorthEast,MZ,Aizawl,KV Paradise Aizawl,History/Monument,Year-round,10,200-500,1 Hour,Low,Families,Aizawl Airport
NorthEast,MZ,Aizawl,Reiek Heritage Village,Culture/Nature/Village,Oct-Mar,20,500-1500,Half Day,Medium,Culture Enthusiasts,Aizawl Airport
NorthEast,MZ,Aizawl,Khawnglung Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Aizawl Airport
NorthEast,MZ,Lunglei,Thorangtlang Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Aizawl Airport
NorthEast,MZ,Mamit,Dampa Tiger Reserve Safari,Nature/Wildlife/Safari,Nov-Mar,100,2000-5000,1 Day,Medium,Wildlife Lovers,Aizawl Airport
NorthEast,MZ,Kolasib,Tam Dil Lake View,Nature/Lake/Relaxing,Oct-Mar,0,500-1500,Half Day,Low,Families,Aizawl Airport
NorthEast,MZ,Champhai,Kungawrhi Puk Cave,History/Caves/Adventure,Oct-Mar,0,500-1500,Half Day,High,Adventure Seekers,Aizawl Airport
NorthEast,MZ,Champhai,Lamsial Puk Cave,History/Caves/Adventure,Oct-Mar,0,500-1500,Half Day,High,Adventure Seekers,Aizawl Airport
NorthEast,MZ,Champhai,Murlen National Park Trek,Nature/Wildlife/Trekking,Oct-Mar,50,1000-3000,1 Day,High,Adventure Seekers,Aizawl Airport
South,TN,Idukki,Vattavada,Nature/Village/Farming,Sep-May,0,1000-3000,1 Day,Low,Nature Lovers,Kochi Airport
South,TN,Theni,Bodimettu,Nature/Viewpoint/Trekking,Oct-May,0,1000-3000,Half Day,Medium,Adventure Seekers,Madurai Airport
South,TN,Theni,Kurangani Hills,Nature/Trekking/Forest,Sep-May,0,2000-5000,1 Day,High,Adventure Seekers,Madurai Airport
South,TN,Theni,Kolukkumalai Sunrise Point,Nature/Viewpoint/Tea Estate,Sep-May,150,1000-3000,Half Day,Medium,Photography,Madurai Airport
South,TN,Kallakurichi,Kalrayan Hills,Nature/Waterfall/Trekking,Oct-Mar,0,1000-3000,1-2 Days,Medium,Adventure Seekers,Tiruchirappalli Airport
South,TN,Tiruchirappalli,Pachamalai Hills,Nature/Trekking/Relaxing,Oct-Mar,0,1000-3000,1 Day,Low,Nature Lovers,Tiruchirappalli Airport
South,TN,Tiruvannamalai,Javadi Hills,Nature/Hill Station/Viewpoint,Nov-Feb,0,1000-3000,1 Day,Low,Families,Chennai Airport
South,TN,Dharmapuri,Vathalmalai,Nature/Hill Station/Viewpoint,Oct-Mar,0,1000-3000,1 Day,Low,Nature Lovers,Bengaluru Airport
South,TN,Tirupattur,Yelagiri Nature Park,Nature/Park/Relaxing,Year-round,15,200-500,2 Hours,Low,Families,Bengaluru Airport
South,TN,Thanjavur,Swamimalai Hills,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Tiruchirappalli Airport
South,KL,Idukki,Kuttikkanam,Nature/Hill Station/Tea Estate,Sep-May,0,1000-3000,1-2 Days,Low,Nature Lovers,Kochi Airport
South,KL,Idukki,Panchalimedu,History/Viewpoint/Trekking,Sep-May,0,500-1500,Half Day,Medium,Adventure Seekers,Kochi Airport
South,KL,Idukki,Parunthumpara,Nature/Viewpoint/Trekking,Sep-May,0,500-1500,Half Day,Medium,Nature Lovers,Kochi Airport
South,KL,Kottayam,Illikkal Kallu,Nature/Viewpoint/Trekking,Sep-Feb,0,1000-3000,Half Day,High,Adventure Seekers,Kochi Airport
South,KL,Idukki,Thommankuthu,Nature/Waterfall/Forest,Sep-May,20,500-1500,Half Day,Medium,Nature Lovers,Kochi Airport
South,KL,Idukki,Chellarkovil Viewpoint,Nature/Viewpoint/Waterfall,Sep-May,0,200-500,1 Hour,Low,Photography,Madurai Airport
South,KL,Kottayam,Thangalpara,Spiritual/Nature/Viewpoint,Sep-May,0,500-1500,Half Day,Medium,Spiritual Seekers,Kochi Airport
South,KL,Idukki,Kuruvan Kuruvi Statue,History/Monument/Viewpoint,Year-round,0,200-500,1 Hour,Low,Families,Kochi Airport
South,KL,Idukki,Nedumkandam,Nature/Hill Station/Spices,Sep-May,0,1000-3000,1 Day,Low,Families,Kochi Airport
South,KL,Idukki,Pattumala,Spiritual/Nature/Tea Estate,Sep-May,0,500-1500,2 Hours,Low,Peace Seekers,Kochi Airport
South,KA,Shimoga,Kundadri Hill,Spiritual/Viewpoint/Nature,Oct-Mar,0,500-1500,Half Day,Medium,Nature Lovers,Mangaluru Airport
South,KA,Udupi,Narasimha Parvatha,Nature/Trekking/Forest,Oct-Feb,0,1000-3000,1 Day,High,Adventure Seekers,Mangaluru Airport
South,KA,Shimoga,Onake Abbi Falls,Nature/Waterfall/Trekking,Aug-Jan,0,500-1500,Half Day,High,Adventure Seekers,Mangaluru Airport
South,KA,Chikmagalur,Sirimane Falls,Nature/Waterfall/Spiritual,Aug-Jan,50,500-1000,2 Hours,Low,Families,Mangaluru Airport
South,KA,Chikmagalur,Jhari Waterfalls,Nature/Waterfall/Trekking,Aug-Jan,0,500-1500,Half Day,Medium,Nature Lovers,Mangaluru Airport
South,KA,Kodagu,Honnamana Kere,Nature/Lake/Spiritual,Year-round,0,200-500,2 Hours,Low,Families,Kannur Airport
South,KA,Kodagu,Chelavara Viewpoint,Nature/Viewpoint/Sunset,Aug-Dec,0,200-500,1 Hour,Low,Photography,Kannur Airport
South,KA,Mandya,Karighatta Waterfalls,Nature/Waterfall/Spiritual,Jul-Nov,0,200-500,1 Hour,Low,Spiritual Seekers,Mysuru Airport
South,KA,Mandya,Balmuri Falls,Nature/Waterfall/Relaxing,Year-round,0,200-1000,2 Hours,Low,Families,Mysuru Airport
South,KA,Mandya,Shivanasamudra Viewpoint,Nature/Viewpoint/Waterfall,Jul-Nov,0,200-500,1 Hour,Low,Photography,Bengaluru Airport
South,AP,Palnadu,Ethipothala Viewpoint,Nature/Viewpoint/Waterfall,Jul-Feb,15,200-500,1 Hour,Low,Photography,Vijayawada Airport
South,AP,Kakinada,Coringa Mangroves,Nature/Wildlife/Boating,Oct-Mar,50,500-1500,Half Day,Low,Nature Lovers,Rajahmundry Airport
South,AP,Annamayya,Horsley Hills Viewpoint,Nature/Viewpoint/Sunset,Year-round,0,200-500,1 Hour,Low,Couples,Tirupati Airport
South,AP,Nellore,Mypadu Beach,Beach/Relaxing/Nature,Oct-Mar,0,500-1000,2 Hours,Low,Families,Chennai Airport
South,AP,Prakasam,Kothapatnam Beach,Beach/Relaxing/Fishing,Oct-Mar,0,500-1000,2 Hours,Low,Families,Vijayawada Airport
South,AP,Visakhapatnam,Bheemunipatnam Beach,Beach/History/Relaxing,Oct-Mar,0,500-1500,Half Day,Low,Families,Visakhapatnam Airport
South,AP,Visakhapatnam,Yarada Hill,Nature/Viewpoint/Sea,Year-round,0,200-500,1 Hour,Low,Photography,Visakhapatnam Airport
South,AP,Visakhapatnam,Gangavaram Beach,Beach/Nature/Relaxing,Oct-Mar,0,500-1000,2 Hours,Low,Families,Visakhapatnam Airport
South,AP,Visakhapatnam,Thotlakonda Beach,Beach/Relaxing/Viewpoint,Oct-Mar,0,500-1000,2 Hours,Low,Families,Visakhapatnam Airport
South,TG,Mulugu,Bogatha Waterfall View,Nature/Viewpoint/Waterfall,Jul-Nov,0,200-500,1 Hour,Low,Photography,Hyderabad Airport
